,レースID,順位,選手登番,展示,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
46,ルーキーシリーズ第１６戦9,2,5028,6.93,3,原田才一,23,福岡,52,B1,5.15,35.79,3.25,16.67,34.69,30.43
47,ルーキーシリーズ第１６戦9,3,4960,6.9,4,黒野元基,24,愛知,53,A2,6.65,52.43,6.0,33.33,22.86,30.23
48,ルーキーシリーズ第１６戦9,4,4919,6.89,2,吉田翔悟,29,長崎,52,B1,4.56,26.6,3.89,15.83,52.5,36.96
49,ルーキーシリーズ第１６戦9,5,5002,6.93,5,上田健太,24,愛知,51,B1,4.5,25.0,0.0,0.0,26.47,16.22
50,ルーキーシリーズ第１６戦9,6,4822,6.9,6,百武　翔,27,佐賀,50,A2,5.37,28.09,0.0,0.0,39.13,35.71
51,ルーキーシリーズ第１６戦10,1,4850,6.92,1,野中一平,25,愛知,53,A1,6.17,40.18,6.67,44.44,35.71,54.76
52,ルーキーシリーズ第１６戦10,2,4933,6.95,3,板橋侑我,24,静岡,52,A2,6.01,39.47,6.12,41.18,9.38,22.22
53,ルーキーシリーズ第１６戦10,3,4852,6.94,4,川原祐明,25,香川,50,A2,6.31,47.06,6.35,51.61,29.27,24.24
54,ルーキーシリーズ第１６戦10,4,4957,6.95,2,竹之内極,25,福岡,56,B1,4.12,19.4,2.7,6.52,6.9,32.61
55,ルーキーシリーズ第１６戦10,5,4857,6.91,6,加藤翔馬,23,兵庫,55,A2,5.58,36.79,5.57,42.86,42.22,43.14
56,ルーキーシリーズ第１６戦10,6,5041,6.93,5,荒牧凪沙,21,福岡,51,B1,3.7,12.24,1.74,0.0,16.67,34.04
57,ルーキーシリーズ第１６戦11,1,4932,6.85,1,新開　航,24,福岡,50,A1,6.15,42.72,5.2,25.71,42.86,40.91
58,ルーキーシリーズ第１６戦11,2,4587,6.88,3,木田峰由,29,福井,53,A2,6.17,46.6,0.0,0.0,34.09,31.25
59,ルーキーシリーズ第１６戦11,3,4879,6.91,2,山崎鉄平,25,佐賀,53,B1,5.61,42.59,4.84,25.81,25.0,22.73
60,ルーキーシリーズ第１６戦11,4,4902,6.9,5,山川雄大,27,兵庫,50,B1,4.26,22.62,3.11,16.67,17.95,31.11
61,ルーキーシリーズ第１６戦11,5,4847,6.97,4,佐藤隆太,26,東京,51,A1,6.4,47.13,6.46,54.17,34.21,20.0
62,ルーキーシリーズ第１６戦11,6,4828,6.91,6,松山将吾,26,滋賀,51,A2,6.15,41.67,0.0,0.0,28.13,28.57
63,ルーキーシリーズ第１６戦12,1,4848,6.94,1,仲谷颯仁,26,福岡,51,A1,7.86,69.61,5.92,25.0,20.93,37.84
64,ルーキーシリーズ第１６戦12,2,4960,6.91,2,黒野元基,24,愛知,53,A2,6.65,52.43,6.0,33.33,22.86,30.23
65,ルーキーシリーズ第１６戦12,3,4939,6.92,3,宮之原輝,22,東京,50,A1,6.39,47.19,6.42,52.63,37.5,35.56
66,ルーキーシリーズ第１６戦12,4,4989,6.85,6,石原　翼,23,静岡,52,B1,4.94,29.27,5.2,40.0,40.91,25.0
67,ルーキーシリーズ第１６戦12,5,4771,6.91,4,下寺秀和,27,広島,55,A2,6.16,45.16,6.17,38.89,42.5,15.63
68,スポーツ報知杯1,1,4111,6.84,1,奥田　誠,40,広島,54,A1,5.46,37.65,4.52,25.93,13.33,30.39
69,スポーツ報知杯1,2,3614,6.84,4,谷　勝幸,47,広島,54,B1,4.8,23.68,4.96,33.33,11.76,27.18
70,スポーツ報知杯1,3,3936,6.88,3,三瀬　譲,43,長崎,57,B1,3.86,18.0,4.69,20.69,40.0,44.55
71,スポーツ報知杯1,4,5026,6.83,5,安河内健,25,佐賀,52,B1,5.25,38.75,3.72,18.85,27.78,29.41
72,スポーツ報知杯1,5,4790,6.86,6,柳内敬太,30,兵庫,52,B1,4.59,24.0,0.0,0.0,35.29,27.55
73,スポーツ報知杯1,6,3444,6.76,2,香月大介,50,福岡,52,B1,4.35,21.79,4.37,13.16,36.84,34.31
74,スポーツ報知杯2,1,4531,6.76,1,武富智亮,31,佐賀,52,A2,6.33,46.36,6.23,46.71,17.65,23.53
75,スポーツ報知杯2,2,4977,6.86,5,馬野　耀,26,大阪,55,B1,4.95,23.75,3.92,7.69,61.11,35.85
76,スポーツ報知杯2,3,4277,6.8,3,金田大輔,37,岡山,52,B1,4.49,25.26,5.25,31.25,11.76,29.9
77,スポーツ報知杯2,4,3462,6.81,2,竹上真司,53,岡山,52,A1,6.1,42.74,6.05,50.0,11.11,41.51
78,スポーツ報知杯2,5,4458,6.84,4,抹香雄三,34,広島,53,B1,5.03,23.0,4.82,22.81,50.0,33.66
79,スポーツ報知杯2,6,3607,6.84,6,原田智和,48,大阪,51,B1,4.4,24.66,4.68,26.32,57.89,33.33
80,スポーツ報知杯3,1,4436,6.84,1,渋谷明憲,34,大阪,52,A2,5.81,43.0,5.26,34.04,33.33,24.24
81,スポーツ報知杯3,2,4137,6.84,3,君島秀三,40,滋賀,53,A1,6.47,47.22,7.79,63.16,21.05,30.48
82,スポーツ報知杯3,3,3052,6.77,5,原田正己,57,徳島,52,B1,3.36,13.7,3.25,0.0,43.48,32.99
83,スポーツ報知杯3,4,4158,6.9,4,木場雄二,39,山口,57,B1,4.13,20.88,3.56,18.75,29.41,30.0
84,スポーツ報知杯3,5,4202,6.83,6,浮田圭浩,38,岡山,54,B1,5.33,34.41,5.27,29.17,18.75,20.39
85,スポーツ報知杯3,6,5025,6.88,2,粟田　祥,25,徳島,57,B2,1.86,4.05,2.08,8.33,23.53,30.0
86,スポーツ報知杯4,1,3975,6.76,1,小野寺智,43,香川,52,A2,5.8,35.16,5.37,31.58,44.44,37.37
87,スポーツ報知杯4,2,4604,6.77,3,岩瀬裕亮,32,愛知,53,A1,7.04,48.44,7.64,45.45,73.68,34.62
88,スポーツ報知杯4,3,3006,6.83,4,上條信一,62,大阪,55,B1,3.03,12.12,4.53,26.32,27.27,32.32
89,スポーツ報知杯4,4,4452,6.79,5,松尾　祭,32,香川,54,A2,5.33,33.66,4.61,38.89,72.22,41.75
90,スポーツ報知杯4,5,4333,6.79,2,村田友也,36,徳島,64,B2,3.84,22.81,2.38,12.5,31.58,32.65
91,スポーツ報知杯4,6,4487,6.81,6,三原　司,34,福岡,51,B2,4.69,25.93,5.63,47.37,50.0,37.37
92,スポーツ報知杯5,1,4070,6.79,2,中村亮太,39,長崎,51,A2,6.91,51.16,7.04,56.6,33.33,28.71
93,スポーツ報知杯5,2,3427,6.86,4,大賀広幸,53,山口,52,A2,6.24,47.56,4.0,20.0,23.53,35.87
94,スポーツ報知杯5,3,4176,6.84,5,樋口喜彦,37,兵庫,54,B1,3.99,21.65,4.18,29.41,12.5,43.88
95,スポーツ報知杯5,4,4761,6.87,1,山田晃大,30,滋賀,52,B1,5.41,37.89,6.2,40.0,11.11,49.0
96,スポーツ報知杯5,5,3629,6.85,3,浅見昌克,50,埼玉,52,A2,5.91,41.67,6.06,46.0,38.89,30.0
97,スポーツ報知杯5,6,3936,6.83,6,三瀬　譲,43,長崎,57,B1,3.86,18.0,4.69,20.69,40.0,44.55
98,スポーツ報知杯6,1,4515,6.78,4,藤田浩人,34,佐賀,55,A2,5.64,36.21,6.27,42.86,22.22,38.24
99,スポーツ報知杯6,2,4789,6.84,1,古賀智之,31,福岡,52,B1,4.51,19.12,5.16,25.0,42.11,28.72
100,スポーツ報知杯6,3,3901,6.85,3,松田憲幸,43,山口,52,A2,5.37,32.06,5.17,35.59,31.58,45.54
101,スポーツ報知杯6,4,4458,6.83,6,抹香雄三,34,広島,53,B1,5.03,23.0,4.82,22.81,50.0,33.66
102,スポーツ報知杯6,5,4142,6.79,5,平野和明,39,愛知,53,A1,5.63,38.89,6.08,38.89,38.89,24.49
103,スポーツ報知杯6,6,3757,6.8,2,畑　和宏,48,広島,52,A2,5.87,39.64,5.69,33.33,27.78,23.08
104,スポーツ報知杯7,1,4277,6.75,1,金田大輔,37,岡山,52,B1,4.49,25.26,5.25,31.25,11.76,29.9
105,スポーツ報知杯7,2,3837,6.82,2,秋山広一,45,香川,50,A1,6.51,44.25,6.65,45.95,38.89,38.61
106,スポーツ報知杯7,3,4607,6.8,4,鶴田勇雄,31,福岡,52,B1,5.54,27.52,5.6,33.33,29.41,32.35
107,スポーツ報知杯7,4,3614,6.85,5,谷　勝幸,47,広島,54,B1,4.8,23.68,4.96,33.33,11.76,27.18
108,スポーツ報知杯7,5,3615,6.79,3,横田　茂,47,広島,51,A2,5.41,35.34,5.72,41.38,25.0,22.77
109,スポーツ報知杯7,6,3953,6.8,6,志道吉和,44,福岡,51,B1,5.39,37.5,5.43,40.0,47.06,22.47
110,スポーツ報知杯8,1,5026,6.8,1,安河内健,25,佐賀,52,B1,5.25,38.75,3.72,18.85,27.78,29.41
111,スポーツ報知杯8,2,3484,6.78,4,芝田浩治,48,兵庫,54,A1,6.04,37.04,5.58,42.11,38.89,42.0
112,スポーツ報知杯8,3,3607,6.8,2,原田智和,48,大阪,51,B1,4.4,24.66,4.68,26.32,57.89,33.33
113,スポーツ報知杯8,4,3561,6.86,3,池田真治,52,岡山,52,B1,3.65,15.58,0.0,0.0,50.0,35.0
114,スポーツ報知杯8,5,4333,6.78,5,村田友也,36,徳島,64,B2,3.84,22.81,2.38,12.5,31.58,32.65
115,スポーツ報知杯8,6,5025,6.85,6,粟田　祥,25,徳島,57,B2,1.86,4.05,2.08,8.33,23.53,30.0
116,スポーツ報知杯9,1,4176,6.86,1,樋口喜彦,37,兵庫,54,B1,3.99,21.65,4.18,29.41,12.5,43.88
117,スポーツ報知杯9,2,3006,6.81,2,上條信一,62,大阪,55,B1,3.03,12.12,4.53,26.32,27.27,32.32
118,スポーツ報知杯9,3,4531,6.8,3,武富智亮,31,佐賀,52,A2,6.33,46.36,6.23,46.71,17.65,23.53
119,スポーツ報知杯9,4,4137,6.85,4,君島秀三,40,滋賀,53,A1,6.47,47.22,7.79,63.16,21.05,30.48
120,スポーツ報知杯9,5,3478,6.83,6,嶋田貴支,49,香川,52,B1,5.28,29.03,3.79,14.29,17.65,36.63
121,スポーツ報知杯9,6,3444,6.79,5,香月大介,50,福岡,52,B1,4.35,21.79,4.37,13.16,36.84,34.31
122,スポーツ報知杯10,1,4193,6.89,3,郷原章平,39,福岡,53,A1,6.5,52.48,5.97,48.39,23.53,26.92
123,スポーツ報知杯10,2,4202,6.94,2,浮田圭浩,38,岡山,54,B1,5.33,34.41,5.27,29.17,18.75,20.39
124,スポーツ報知杯10,3,4041,6.95,4,小林基樹,41,山口,55,B1,4.56,23.73,4.29,14.29,23.53,30.1
125,スポーツ報知杯10,4,3427,6.92,1,大賀広幸,53,山口,52,A2,6.24,47.56,4.0,20.0,23.53,35.87
126,スポーツ報知杯10,5,3757,6.9,6,畑　和宏,48,広島,52,A2,5.87,39.64,5.69,33.33,27.78,23.08
127,スポーツ報知杯10,6,4111,6.92,5,奥田　誠,40,広島,54,A1,5.46,37.65,4.52,25.93,13.33,30.39
128,スポーツ報知杯11,1,4142,6.94,1,平野和明,39,愛知,53,A1,5.63,38.89,6.08,38.89,38.89,24.49
129,スポーツ報知杯11,2,4445,6.94,5,宮地元輝,33,佐賀,55,A1,6.95,58.25,6.99,52.67,31.25,25.25
130,スポーツ報知杯11,3,3975,6.87,2,小野寺智,43,香川,52,A2,5.8,35.16,5.37,31.58,44.44,37.37
131,スポーツ報知杯11,4,4070,6.93,4,中村亮太,39,長崎,51,A2,6.91,51.16,7.04,56.6,33.33,28.71
132,スポーツ報知杯11,5,4607,6.89,3,鶴田勇雄,31,福岡,52,B1,5.54,27.52,5.6,33.33,29.41,32.35
133,スポーツ報知杯11,6,4359,6.96,6,横川聖志,36,徳島,55,B1,5.24,35.44,4.5,37.5,31.58,41.18
134,スポーツ報知杯12,1,3484,6.95,1,芝田浩治,48,兵庫,54,A1,6.04,37.04,5.58,42.11,38.89,42.0
135,スポーツ報知杯12,2,4452,6.92,4,松尾　祭,32,香川,54,A2,5.33,33.66,4.61,38.89,72.22,41.75
136,スポーツ報知杯12,3,3462,6.96,3,竹上真司,53,岡山,52,A1,6.1,42.74,6.05,50.0,11.11,41.51
137,スポーツ報知杯12,4,3629,7.0,2,浅見昌克,50,埼玉,52,A2,5.91,41.67,6.06,46.0,38.89,30.0
138,スポーツ報知杯12,5,4515,6.96,5,藤田浩人,34,佐賀,55,A2,5.64,36.21,6.27,42.86,22.22,38.24
139,スポーツ報知杯12,6,3615,6.99,6,横田　茂,47,広島,51,A2,5.41,35.34,5.72,41.38,25.0,22.77
140,日本ＭＢ選手会会長杯1,1,4804,6.76,1,高田ひか,26,三重,47,A2,5.49,37.84,6.86,52.38,55.38,36.36
141,日本ＭＢ選手会会長杯1,2,4443,6.82,2,津田裕絵,33,山口,48,B1,4.82,28.17,4.94,27.78,46.27,29.55
142,日本ＭＢ選手会会長杯1,3,4947,6.81,3,間庭菜摘,28,福岡,48,B2,2.42,0.0,2.46,5.71,31.75,34.94
143,日本ＭＢ選手会会長杯1,4,5013,6.79,5,山下夏鈴,23,三重,45,B1,3.03,10.67,2.0,0.0,37.5,44.3
144,日本ＭＢ選手会会長杯1,5,5078,6.82,4,山川波乙,22,三重,46,B2,2.08,6.78,0.0,0.0,25.45,27.5
145,日本ＭＢ選手会会長杯1,6,4963,6.83,6,實森美祐,23,広島,46,B1,5.22,34.83,3.64,9.09,25.37,18.29
146,日本ＭＢ選手会会長杯2,1,4207,6.76,1,松下一也,37,静岡,54,A2,6.57,55.67,7.5,60.0,40.38,44.58
147,日本ＭＢ選手会会長杯2,2,4446,6.84,4,和田兼輔,33,兵庫,51,A1,6.22,43.97,6.29,41.18,25.86,32.5
148,日本ＭＢ選手会会長杯2,3,3501,6.88,3,川上昇平,51,長崎,53,B1,4.14,24.11,5.17,27.08,36.51,26.74
149,日本ＭＢ選手会会長杯2,4,3752,6.83,2,宇土泰就,49,福岡,54,B1,4.64,25.47,4.8,28.79,33.87,40.0
150,日本ＭＢ選手会会長杯2,5,5092,6.77,6,篠原晟弥,19,福岡,51,B1,2.8,8.86,1.86,0.0,33.85,25.0
151,日本ＭＢ選手会会長杯2,6,3797,6.87,5,岩井　繁,47,広島,61,B1,3.35,12.12,4.53,20.41,26.15,18.29
152,日本ＭＢ選手会会長杯3,1,3717,6.82,1,立間充宏,45,岡山,55,A2,6.41,49.49,7.39,62.71,32.31,24.05
153,日本ＭＢ選手会会長杯3,2,4675,6.82,2,井手良太,32,大阪,51,B1,5.41,30.86,0.0,0.0,38.33,25.0
154,日本ＭＢ選手会会長杯3,3,3107,6.81,4,平岡重典,56,大阪,50,B1,5.37,31.3,4.67,25.0,26.32,26.51
155,日本ＭＢ選手会会長杯3,4,4195,6.86,5,前川守嗣,38,福岡,55,A2,5.43,36.56,4.97,34.21,22.95,28.05
156,日本ＭＢ選手会会長杯3,5,4330,6.85,3,奈須啓太,37,福岡,51,A1,6.35,50.0,6.21,45.45,31.75,32.93
157,日本ＭＢ選手会会長杯3,6,4429,6.88,6,豊田泰洋,34,広島,59,B1,3.93,20.48,3.33,22.22,35.29,28.41
158,日本ＭＢ選手会会長杯4,1,4118,6.85,1,宇佐見淳,39,愛知,53,A1,6.31,45.97,7.11,63.16,57.58,39.76
159,日本ＭＢ選手会会長杯4,2,4340,6.82,4,土性雅也,36,三重,54,A2,5.04,31.9,4.75,25.0,41.54,39.02
160,日本ＭＢ選手会会長杯4,3,4796,6.84,3,春園功太,29,三重,50,A1,5.98,42.86,7.39,51.61,36.36,42.39
161,日本ＭＢ選手会会長杯4,4,5084,6.85,6,末永和也,21,佐賀,53,B1,3.87,19.05,3.55,12.12,40.63,39.78
162,日本ＭＢ選手会会長杯4,5,4527,6.85,5,高野心吾,32,愛知,51,B1,4.62,26.47,4.13,20.83,41.79,40.79
163,日本ＭＢ選手会会長杯4,6,2958,6.87,2,井川正人,62,長崎,51,B1,3.2,14.29,3.74,12.82,41.82,25.3
164,日本ＭＢ選手会会長杯5,1,4788,6.81,4,小池哲也,31,大阪,54,A2,5.23,33.96,4.5,13.33,36.07,41.86
165,日本ＭＢ選手会会長杯5,2,4210,6.85,5,松村康太,37,福井,51,A2,6.24,41.94,6.31,34.48,22.73,37.21
166,日本ＭＢ選手会会長杯5,3,4204,6.77,6,柴田大輔,38,福岡,51,B1,4.28,24.71,5.03,34.38,39.68,16.28
167,日本ＭＢ選手会会長杯5,4,3282,6.87,3,池本輝明,53,広島,51,B1,5.42,34.71,4.26,11.43,12.2,46.84
168,日本ＭＢ選手会会長杯5,5,3618,6.81,1,海野ゆか,46,広島,45,A2,6.57,50.0,6.24,41.18,40.63,34.57
169,日本ＭＢ選手会会長杯5,6,4168,6.78,2,石野貴之,38,大阪,53,A1,6.54,43.04,8.4,65.71,17.02,29.76
170,日本ＭＢ選手会会長杯6,1,4782,6.86,1,浜崎準也,33,岡山,49,B1,5.78,40.54,3.18,17.65,7.89,31.76
171,日本ＭＢ選手会会長杯6,2,4734,6.9,6,安河内将,30,佐賀,50,A1,6.03,39.08,6.24,48.78,28.13,42.05
172,日本ＭＢ選手会会長杯6,3,3527,6.9,3,中嶋誠一,49,長崎,50,A2,5.86,37.72,5.47,32.56,37.1,44.83
173,日本ＭＢ選手会会長杯6,4,3809,6.95,2,吉田　光,45,佐賀,50,B1,4.92,32.18,5.16,34.48,27.78,28.21
174,日本ＭＢ選手会会長杯6,5,4133,6.88,4,高橋正男,40,兵庫,52,A1,6.43,49.25,7.0,50.0,36.07,36.9
175,日本ＭＢ選手会会長杯6,6,3752,6.84,5,宇土泰就,49,福岡,54,B1,4.64,25.47,4.8,28.79,33.87,40.0
176,日本ＭＢ選手会会長杯7,1,4213,6.84,1,重富伸也,36,長崎,51,B1,4.25,21.92,3.81,25.0,19.61,37.08
177,日本ＭＢ選手会会長杯7,2,5092,6.78,4,篠原晟弥,19,福岡,51,B1,2.8,8.86,1.86,0.0,33.85,25.0
178,日本ＭＢ選手会会長杯7,3,3620,6.82,2,信濃由行,46,福井,54,B1,4.61,22.67,5.44,22.22,36.76,33.33
179,日本ＭＢ選手会会長杯7,4,3797,6.87,3,岩井　繁,47,広島,61,B1,3.35,12.12,4.53,20.41,26.15,18.29
180,日本ＭＢ選手会会長杯7,5,4675,6.81,5,井手良太,32,大阪,51,B1,5.41,30.86,0.0,0.0,38.33,25.0
181,日本ＭＢ選手会会長杯7,6,5013,6.79,6,山下夏鈴,23,三重,45,B1,3.03,10.67,2.0,0.0,37.5,44.3
182,日本ＭＢ選手会会長杯8,1,4403,6.83,1,木下大將,35,福岡,53,A2,5.0,28.83,5.59,37.25,31.82,32.93
183,日本ＭＢ選手会会長杯8,2,4302,6.78,3,西野翔太,37,広島,50,A2,5.93,43.33,6.41,42.59,46.88,31.03
184,日本ＭＢ選手会会長杯8,3,4174,6.78,4,赤坂俊輔,37,長崎,50,A1,7.55,56.44,7.31,57.14,49.23,28.38
185,日本ＭＢ選手会会長杯8,4,4947,6.81,6,間庭菜摘,28,福岡,48,B2,2.42,0.0,2.46,5.71,31.75,34.94
186,日本ＭＢ選手会会長杯8,5,3107,6.86,2,平岡重典,56,大阪,50,B1,5.37,31.3,4.67,25.0,26.32,26.51
187,日本ＭＢ選手会会長杯8,6,2958,6.91,5,井川正人,62,長崎,51,B1,3.2,14.29,3.74,12.82,41.82,25.3
188,日本ＭＢ選手会会長杯9,1,4564,6.85,1,山本景士,32,広島,51,B1,5.35,31.03,5.18,26.53,32.79,42.05
189,日本ＭＢ選手会会長杯9,2,4527,6.87,3,高野心吾,32,愛知,51,B1,4.62,26.47,4.13,20.83,41.79,40.79
190,日本ＭＢ選手会会長杯9,3,4189,6.86,4,川上　剛,39,福岡,55,A1,6.74,50.36,6.88,53.25,23.08,32.5
191,日本ＭＢ選手会会長杯9,4,4209,6.87,5,藤田竜弘,37,静岡,60,A2,5.73,39.13,4.67,11.11,34.38,31.71
192,日本ＭＢ選手会会長杯9,5,4195,6.91,2,前川守嗣,38,福岡,55,A2,5.43,36.56,4.97,34.21,22.95,28.05
193,日本ＭＢ選手会会長杯9,6,5078,6.88,6,山川波乙,22,三重,46,B2,2.08,6.78,0.0,0.0,25.45,27.5
194,日本ＭＢ選手会会長杯10,1,4340,6.88,1,土性雅也,36,三重,54,A2,5.04,31.9,4.75,25.0,41.54,39.02
195,日本ＭＢ選手会会長杯10,2,4168,6.88,4,石野貴之,38,大阪,53,A1,6.54,43.04,8.4,65.71,17.02,29.76
196,日本ＭＢ選手会会長杯10,3,4446,6.89,3,和田兼輔,33,兵庫,51,A1,6.22,43.97,6.29,41.18,25.86,32.5
197,日本ＭＢ選手会会長杯10,4,3809,6.95,5,吉田　光,45,佐賀,50,B1,4.92,32.18,5.16,34.48,27.78,28.21
198,日本ＭＢ選手会会長杯10,5,4804,6.84,2,高田ひか,26,三重,47,A2,5.49,37.84,6.86,52.38,55.38,36.36
199,日本ＭＢ選手会会長杯10,6,3501,6.97,6,川上昇平,51,長崎,53,B1,4.14,24.11,5.17,27.08,36.51,26.74
